"Id","RequestId","ProductId","Quantity"
"112","7848","521","4"
"113","857","4804","17"
"114","7534","3120","22"
"115","4271","273","16"
"116","4194","6266","22"
"117","4147","1801","11"
"118","2345","2314","18"
"119","2175","5868","9"
"120","7191","1234","7"
"121","2366","487","1"
"122","6393","1994","9"
"123","6272","48","3"
"124","624","1763","23"
"125","3728","2781","22"
"126","1044","492","10"
"127","598","3611","6"
"128","1275","48","2"
"129","8423","504","10"
"130","4507","3116","8"
"131","4454","3261","14"
"132","3448","5772","14"
"133","5995","4870","21"
"134","5473","5882","15"
"135","6002","5318","25"
"136","8759","5199","10"
"137","8959","700","5"
"138","4504","4409","9"
"139","5101","4822","12"
"140","2592","3932","22"
"141","1083","2339","24"
"142","1574","1163","10"
"143","524","3737","2"
"144","4126","1613","11"
"145","1514","5032","2"
"146","1861","5522","22"
"147","943","4069","5"
"148","7768","2085","19"
"149","123","708","15"
"150","6135","56","12"
"151","1815","4275","5"
"152","172","267","12"
"153","4903","4085","4"
"154","2181","2576","3"
"155","716","3958","2"
"156","6707","598","2"
"157","8234","2008","18"
"158","629","5310","11"
"159","1173","2054","17"
"160","3331","3916","25"
"161","5935","5068","12"
"162","8395","2588","14"
"163","1104","2949","19"
"164","4423","4391","20"
"165","739","2027","8"
"166","1703","3600","15"
"167","923","1711","21"
"168","6419","526","21"
"169","2888","4969","16"
"170","3031","584","18"
"171","6639","3867","12"
"172","3390","1414","23"
"173","2790","61","23"
"174","2382","1342","23"
"175","8009","5345","8"
"176","2515","1961","23"
"177","3759","3481","8"
"178","1820","5424","23"
"179","8026","6163","11"
"180","2208","3376","21"
"181","5118","4526","13"
"182","3728","3599","21"
"183","4879","2776","20"
"184","8522","4629","3"
"185","191","3845","4"
"186","283","6380","23"
"187","3122","5255","17"
"188","3949","233","17"
"189","3082","5247","12"
"190","7144","1389","6"
"191","873","3131","6"
"192","6128","3257","25"
"193","1757","1952","5"
"194","6025","1787","8"
"195","4884","2645","19"
"196","4150","4171","23"
"197","5097","4750","21"
"198","2726","1154","4"
"199","3783","403","17"
"200","1694","6115","8"
"201","7303","1395","21"
"202","8796","3461","11"
"203","2152","1298","13"
"204","1598","4372","5"
"205","2","3161","4"
"206","1826","361","10"
"207","2588","6382","5"
"208","83","643","15"
"209","8647","377","13"
"210","6506","5879","2"
"211","8623","4970","22"
"212","7263","4433","9"
"213","7059","2517","24"
"214","1960","2523","18"
"215","8353","5647","8"
"216","7820","3053","15"
"217","7441","5441","3"
"218","8246","4519","22"
"219","4022","1994","12"
"220","2854","4631","17"
"221","4795","634","3"
"222","3734","582","13"
"223","8854","1548","22"
"224","1829","3413","12"
"225","6808","655","6"
"226","87","5249","24"
"227","8561","6436","25"
"228","3536","1217","3"
"229","372","2683","5"
"230","1492","4399","20"
"231","8278","881","20"
"232","978","6293","13"
"233","1196","717","25"
"234","82","697","7"
"235","8775","3060","4"
"236","6391","3039","7"
"237","3705","2840","15"
"238","269","1145","9"
"239","250","3926","14"
"240","6107","2835","4"
"241","2475","5955","22"
"242","6271","1110","20"
"243","5937","739","7"
"244","7312","3328","21"
"245","7847","2024","12"
"246","7237","3833","16"
"247","7793","3472","20"
"248","6104","498","23"
"249","1779","2533","16"
"250","6624","3468","11"
"251","6063","4876","21"
"252","1953","5690","13"
"253","5049","3422","23"
"254","5643","5386","4"
"255","8394","1287","25"
"256","2343","3873","8"
"257","4242","2409","13"
"258","4683","1852","18"
"259","8680","5400","21"
"260","3949","3152","20"
"261","8607","6429","11"
"262","7321","6283","9"
"263","4726","2204","4"
"264","223","2662","17"
"265","6035","3463","16"
"266","3193","5587","4"
"267","8715","4384","1"
"268","1458","4005","19"
"269","5956","450","2"
"270","6019","3532","1"
"271","4917","4269","10"
"272","6393","428","2"
"273","8643","5929","23"
"274","8846","2743","13"
"275","1500","2888","1"
"276","4171","5895","4"
"277","8543","435","3"
"278","1330","5144","11"
"279","6000","2339","19"
"280","8506","3144","10"
"281","4194","3406","8"
"282","5833","6248","23"
"283","7597","5719","15"
"284","1569","2775","17"
"285","1942","2302","21"
"286","6731","63","4"
"287","1710","2248","13"
"288","3281","4780","1"
"289","4176","3219","2"
"290","8696","1481","3"
"291","7311","1579","7"
"292","7467","5788","9"
"293","8250","2693","22"
"294","5576","5400","23"
"295","635","3813","17"
"296","8422","3414","11"
"297","966","5784","16"
"298","3811","3750","19"
"299","6723","4462","8"
"300","6744","6241","9"
"301","4523","5780","14"
"302","1389","4197","6"
"303","6413","415","15"
"304","4469","2000","22"
"305","5979","5395","23"
"306","182","3290","25"
"307","4880","2520","6"
"308","1164","1505","10"
"309","4827","3159","7"
"310","2331","5840","4"
"311","6532","2141","21"
"312","475","4642","18"
"313","4424","2501","23"
"314","8942","2975","8"
"315","7654","1300","6"
"316","8009","2454","12"
"317","8651","1876","23"
"318","6283","4981","3"
"319","1856","824","16"
"320","5450","6318","1"
"321","2493","2193","25"
"322","6585","6490","13"
"323","8661","3645","3"
"324","6433","3448","17"
"325","8084","3423","13"
"326","1150","754","23"
"327","4196","180","19"
"328","3641","3907","25"
"329","5484","2516","4"
"330","3082","6449","11"
"331","714","5838","9"
"332","1203","4199","9"
"333","5034","5229","2"
"334","6001","5952","25"
"335","92","1099","10"
"336","2904","3106","19"
"337","4614","1020","11"
"338","1275","5566","3"
"339","7759","5536","25"
"340","8774","184","20"
"341","6407","5920","21"
"342","376","3771","8"
"343","7563","6259","16"
"344","8267","878","18"
"345","6000","3568","1"
"346","7630","2489","5"
"347","3698","6223","25"
"348","6586","2559","4"
"349","867","3657","5"
"350","3681","2104","13"
"351","1798","3161","4"
"352","7270","3947","23"
"353","8488","715","11"
"354","3672","363","15"
"355","604","4022","21"
"356","7889","3713","9"
"357","7963","859","1"
"358","6588","1633","24"
"359","774","1435","11"
"360","4743","4138","21"
"361","5381","4745","18"
"362","7701","2508","24"
"363","1642","4009","2"
"364","5949","6366","19"
"365","7729","1675","23"
"366","3692","1066","23"
"367","8677","5713","5"
"368","4758","3291","9"
"369","1553","6183","24"
"370","2815","5493","21"
"371","5814","1170","16"
"372","1884","5474","6"
"373","8874","3367","3"
"374","2689","1579","20"
"375","4300","3326","10"
"376","8637","6224","5"
"377","7806","271","1"
"378","2147","909","13"
"379","2915","1599","6"
"380","5828","1660","1"
"381","8537","3021","2"
"382","4865","5770","14"
"383","2175","4236","24"
"384","2700","6370","2"
"385","4315","1681","12"
"386","6159","1751","15"
"387","4314","6483","11"
"388","1580","1809","7"
"389","8525","6199","22"
"390","5027","3171","18"
"391","2152","790","16"
"392","3178","509","13"
"393","8258","4359","21"
"394","5138","3398","17"
"395","752","6142","1"
"396","5805","4763","9"
"397","4121","5476","13"
"398","4089","1750","7"
"399","1329","5145","22"
"400","2858","2223","17"
"401","2527","2230","13"
"402","1330","4007","7"
"403","4714","3520","3"
"404","365","2705","8"
"405","3234","4495","16"
"406","1220","969","3"
"407","1609","4306","15"
"408","2734","2475","14"
"409","4394","2551","4"
"410","2815","6399","9"
"411","4180","3162","9"
"412","4085","4293","25"
"413","658","4046","21"
"414","58","4515","2"
"415","913","1390","6"
"416","5656","4662","24"
"417","7995","4840","11"
"418","7508","443","22"
"419","5572","5329","6"
"420","2444","1024","14"
"421","470","1178","6"
"422","2231","3313","20"
"423","7745","5458","17"
"424","5443","2464","16"
"425","5228","710","20"
"426","6249","5345","20"
"427","513","1663","21"
"428","6445","3693","7"
"429","7678","5171","23"
"430","3164","2913","6"
"431","3417","166","13"
"432","4302","865","4"
"433","2489","1907","9"
"434","2037","3367","19"
"435","5772","326","5"
"436","2500","4617","6"
"437","2968","4314","3"
"438","7004","3649","4"
"439","8979","1695","21"
"440","53","2531","9"
"441","757","5166","5"
"442","7836","3940","9"
"443","5831","2717","24"
"444","851","6325","4"
"445","544","4640","5"
"446","6636","3741","20"
"447","1285","5679","11"
"448","2530","2506","3"
"449","2352","1687","2"
"450","4864","1005","6"
"451","8352","1560","9"
"452","7904","6258","1"
"453","2882","1647","12"
"454","7223","4817","8"
"455","7555","1222","3"
"456","7097","948","17"
"457","3935","5392","15"
"458","750","5198","19"
"459","515","5504","22"
"460","2580","4029","24"
"461","1627","6406","7"
"462","2971","1658","10"
"463","6569","4734","10"
"464","2083","2659","5"
"465","2122","1436","15"
"466","4104","1374","3"
"467","5753","2404","14"
"468","1581","4073","4"
"469","8434","6243","12"
"470","7236","6300","2"
"471","913","1725","10"
"472","5015","5335","1"
"473","7587","2182","10"
"474","4745","5565","21"
"475","8543","5872","4"
"476","7566","2176","24"
"477","3253","4340","25"
"478","7893","5264","18"
"479","3976","4118","5"
"480","6237","576","19"
"481","8245","6058","7"
"482","8506","3749","24"
"483","4051","2548","17"
"484","7161","5334","6"
"485","8690","3436","3"
"486","996","1364","21"
"487","7623","1619","1"
"488","7802","2962","15"
"489","8038","5009","15"
"490","1856","379","15"
"491","5207","1181","23"
"492","6238","4432","4"
"493","710","3202","8"
"494","8341","2893","13"
"495","6660","96","16"
"496","2181","3015","11"
"497","3411","3273","15"
"498","6077","3326","18"
"499","534","1929","22"
"500","7915","977","25"
"501","372","1854","24"
"502","5494","626","4"
"503","259","4472","23"
"504","6788","5051","5"
"505","3523","4523","14"
"506","2846","3487","7"
"507","1539","4260","16"
"508","232","6324","20"
"509","8308","6478","10"
"510","1577","2595","12"
"511","8963","6225","1"
"512","7098","4529","20"
"513","6806","4095","10"
"514","3070","6396","6"
"515","1978","5217","8"
"516","7813","1176","4"
"517","7099","5752","3"
"518","5730","6136","19"
"519","4079","4760","1"
"520","3801","6183","25"
"521","5156","3844","4"
"522","3167","3195","16"
"523","6322","4220","8"
"524","6936","1210","15"
"525","7810","5450","5"
"526","3346","3784","25"
"527","1500","3484","2"
"528","8538","1960","20"
"529","8106","946","6"
"530","5565","3603","20"
"531","1691","547","23"
"532","3826","3040","23"
"533","6859","5229","24"
"534","224","2291","23"
"535","390","2386","22"
"536","7916","1466","14"
"537","2129","319","17"
"538","55","3635","21"
"539","5657","1272","22"
"540","8708","3863","23"
"541","6108","6302","14"
"542","1171","5138","9"
"543","5626","722","23"
"544","2133","4287","4"
"545","3477","856","17"
"546","600","5759","24"
"547","2392","5631","22"
"548","4267","6483","11"
"549","4640","1882","17"
"550","818","2233","24"
"551","7153","6335","25"
"552","1030","5075","5"
"553","6656","6071","4"
"554","1997","4242","17"
"555","7484","3261","17"
"556","7863","735","4"
"557","4973","1895","11"
"558","3236","5391","8"
"559","4344","185","4"
"560","1232","4973","8"
"561","954","2485","16"
"562","1430","4090","20"
"563","2162","5953","8"
"564","3762","5634","10"
"565","8343","2129","16"
"566","4677","3183","20"
"567","4454","104","24"
"568","880","1018","6"
"569","5517","3264","17"
"570","265","6366","10"
"571","3753","5468","23"
"572","6325","3273","7"
"573","3603","3041","22"
"574","1142","1314","17"
"575","1369","2780","8"
"576","5464","2020","24"
"577","8356","629","24"
"578","3192","1727","5"
"579","1259","5458","24"
"580","880","147","13"
"581","8006","928","8"
"582","4823","264","3"
"583","8133","3667","5"
"584","7671","1438","1"
"585","5811","6356","13"
"586","6458","5362","19"
"587","2706","5385","6"
"588","3477","4457","3"
"589","1478","138","4"
"590","6741","2121","3"
"591","5914","3425","3"
"592","8751","633","15"
"593","1037","638","13"
"594","1820","6228","7"
"595","8002","82","14"
"596","5261","230","4"
"597","1584","473","25"
"598","1487","597","8"
"599","8082","709","18"
"600","2129","4882","19"
"601","3427","201","24"
"602","3943","2900","15"
"603","1445","3246","1"
"604","3530","491","13"
"605","4199","4983","6"
"606","1628","915","19"
"607","8131","2630","15"
"608","6335","2648","18"
"609","1575","3890","22"
"610","1055","1485","22"
"611","1976","3410","8"
"612","2740","5532","3"
"613","4734","1070","21"
"614","7297","4512","24"
"615","4230","1455","19"
"616","7351","5929","12"
"617","2731","4068","10"
"618","1149","3366","12"
"619","8019","1599","16"
"620","554","2883","14"
"621","1109","4771","16"
"622","7761","3797","2"
"623","7434","2145","3"
"624","7364","2277","9"
"625","3886","5608","8"
"626","7244","3985","3"
"627","494","4330","23"
"628","744","6092","5"
"629","4146","4680","4"
"630","6865","4421","6"
"631","6600","3386","25"
"632","305","6008","12"
"633","1846","4065","24"
"634","4146","3825","22"
"635","5293","1926","5"
"636","8790","5352","1"
"637","4224","6298","23"
"638","270","2138","18"
"639","1227","5209","21"
"640","6551","6097","21"
"641","8982","4114","19"
"642","170","2413","18"
"643","3771","6180","19"
"644","2167","6348","11"
"645","3899","737","7"
"646","6780","3981","20"
"647","8506","6078","25"
"648","6259","2778","18"
"649","7629","6276","3"
"650","7396","861","6"
"651","4745","3203","24"
"652","4400","6209","10"
"653","8374","6064","7"
"654","817","5507","13"
"655","3275","2608","25"
"656","8577","1139","18"
"657","6832","2171","8"
"658","2236","3614","14"
"659","8762","4334","22"
"660","5877","939","16"
"661","6677","2100","8"
"662","113","5247","1"
"663","2498","2480","19"
"664","1608","1873","5"
"665","7002","1549","16"
"666","6839","689","15"
"667","3278","3710","18"
"668","1032","703","6"
"669","8714","4759","19"
"670","8772","2073","20"
"671","64","6371","11"
"672","6635","3982","22"
"673","6732","1974","7"
"674","8798","3616","17"
"675","5203","3897","11"
"676","7700","6095","10"
"677","6331","6423","16"
"678","4411","3506","22"
"679","2707","4400","14"
"680","5286","4752","18"
"681","1838","2920","8"
"682","4088","6484","7"
"683","4617","1709","11"
"684","1876","3656","23"
"685","2444","3009","16"
"686","1034","871","17"
"687","7562","4018","1"
"688","5467","2313","21"
"689","6683","2293","12"
"690","8891","231","19"
"691","2353","4662","13"
"692","1559","2850","2"
"693","5810","4217","3"
"694","7580","5853","14"
"695","5840","3207","15"
"696","4885","6001","19"
"697","1034","2908","4"
"698","5589","3159","1"
"699","1228","3288","15"
"700","1862","2597","2"
"701","2335","3554","16"
"702","6169","6241","17"
"703","1488","3310","8"
"704","5452","3594","17"
"705","7479","841","13"
"706","6784","430","20"
"707","6222","2676","1"
"708","3650","2479","13"
"709","8498","5330","23"
"710","8367","42","8"
"711","636","1562","9"
"712","2125","4847","4"
"713","7251","1889","13"
"714","8977","4051","15"
"715","8401","658","18"
"716","2025","1130","15"
"717","4657","20","22"
"718","3317","2414","5"
"719","540","236","10"
"720","5391","3286","13"
"721","7932","2830","12"
"722","6261","874","2"
"723","964","4281","16"
"724","7313","543","1"
"725","5062","3259","25"
"726","1029","5858","9"
"727","2006","3108","10"
"728","1418","1901","7"
"729","2458","3774","19"
"730","8055","2668","6"
"731","2441","1549","16"
"732","606","3223","19"
"733","6712","5693","3"
"734","4252","2603","20"
"735","6735","4778","20"
"736","1521","774","5"
"737","2091","5990","14"
"738","152","4501","23"
"739","7355","2145","4"
"740","6714","3894","3"
"741","4290","2766","24"
"742","7798","6299","9"
"743","2670","2941","18"
"744","829","5259","6"
"745","6305","3119","4"
"746","4708","3810","19"
"747","5292","1601","1"
"748","659","5212","7"
"749","3540","4179","22"
"750","5923","1361","12"
"751","8480","3367","13"
"752","6588","67","4"
"753","8087","174","2"
"754","3782","2723","19"
"755","901","721","17"
"756","1070","5516","12"
"757","4057","4339","20"
"758","6636","5826","9"
"759","2001","2488","5"
"760","915","5852","5"
"761","107","6454","3"
"762","273","5358","18"
"763","1564","5831","6"
"764","1163","5454","24"
"765","7437","1929","5"
"766","5945","5933","6"
"767","1682","6309","1"
"768","5443","736","14"
"769","3382","2517","3"
"770","6772","2795","16"
"771","8981","2093","14"
"772","3930","3193","2"
"773","333","2390","5"
"774","2495","1797","25"
"775","7319","4489","18"
"776","1570","4152","3"
"777","7166","2722","1"
"778","3242","3101","22"
"779","4501","6465","15"
"780","8224","4388","21"
"781","2716","752","14"
"782","1360","1300","7"
"783","3377","6468","7"
"784","1458","2166","13"
"785","460","4663","13"
"786","6376","6411","7"
"787","6250","3670","18"
"788","6549","3778","6"
"789","7713","3831","7"
"790","646","2442","7"
"791","5616","5118","12"
"792","6186","3911","4"
"793","306","4311","7"
"794","387","1030","6"
"795","7642","5425","20"
"796","6811","2953","21"
"797","1002","1091","3"
"798","7830","3242","1"
"799","1431","3125","21"
"800","6609","584","25"
"801","196","5775","18"
"802","2753","3019","7"
"803","257","2530","13"
"804","7507","384","10"
"805","2282","2768","5"
"806","136","5104","7"
"807","7431","4841","2"
"808","3916","2531","10"
"809","3769","4660","7"
"810","6111","4575","10"
"811","2282","4656","17"
"812","7721","4999","15"
"813","7552","756","14"
"814","5243","434","20"
"815","4782","2861","14"
"816","2264","984","9"
"817","8146","5418","17"
"818","3916","1711","12"
"819","2962","2884","18"
"820","7737","5425","24"
"821","2602","6149","5"
"822","2866","1934","3"
"823","4191","3673","25"
"824","2012","4702","6"
"825","2578","659","14"
"826","8735","4656","25"
"827","667","1195","14"
"828","267","715","5"
"829","7823","1327","25"
"830","3390","47","4"
"831","6650","5858","7"
"832","2273","5520","25"
"833","3746","4552","3"
"834","331","2530","24"
"835","6874","4820","10"
"836","6375","2188","21"
"837","6131","6254","9"
"838","1789","2836","25"
"839","4330","3380","3"
"840","7519","5570","25"
"841","1953","864","7"
"842","2046","44","2"
"843","1741","700","23"
"844","1939","816","11"
"845","396","2192","19"
"846","3834","416","8"
"847","8175","2168","18"
"848","538","4779","14"
"849","7481","946","14"
"850","2190","491","22"
"851","2494","4886","15"
"852","776","55","10"
"853","6372","1046","20"
"854","7873","2163","3"
"855","6572","5421","4"
"856","8209","2159","11"
"857","848","2219","7"
"858","2333","5453","24"
"859","1964","5746","11"
"860","3254","1398","22"
"861","1357","344","3"
"862","3865","3130","12"
"863","2599","3698","19"
"864","7615","1274","8"
"865","116","2489","22"
"866","2945","5200","8"
"867","8517","2799","7"
"868","408","2687","5"
"869","3939","5704","15"
"870","232","435","23"
"871","4744","3915","12"
"872","2024","2603","25"
"873","8428","6462","17"
"874","1872","2495","7"
"875","7760","6083","20"
"876","4286","322","12"
"877","3408","4647","15"
"878","6","3380","6"
"879","5277","1599","5"
"880","6678","2126","24"
"881","1510","6347","18"
"882","7173","836","14"
"883","6686","2509","21"
"884","4188","776","18"
"885","2083","6261","7"
"886","1475","3225","7"
"887","2298","5882","17"
"888","6506","5813","5"
"889","6595","1460","17"
"890","2965","191","18"
"891","3749","4744","11"
"892","4480","3132","17"
"893","7038","2764","12"
"894","146","438","20"
"895","6179","3397","17"
"896","1381","4663","9"
"897","149","2307","18"
"898","7789","5818","22"
"899","2433","5443","15"
"900","32","5751","19"
"901","3976","2454","12"
"902","6790","2105","17"
"903","7784","4496","4"
"904","3904","6320","25"
"905","2777","6021","14"
"906","3779","3852","4"
"907","5283","5606","11"
"908","7434","3606","3"
"909","155","1233","12"
"910","1468","5003","19"
"911","6647","4634","21"
"912","4718","1206","17"
"913","4072","3190","17"
"914","6584","4693","17"
"915","656","3193","20"
"916","6492","3504","25"
"917","995","3119","7"
"918","205","6004","5"
"919","3664","2780","15"
"920","1998","4877","15"
"921","3652","1157","16"
"922","1033","3395","13"
"923","6559","4284","25"
"924","3186","1328","13"
"925","7541","852","2"
"926","4376","5582","21"
"927","4173","2994","2"
"928","3494","710","14"
"929","1218","3487","5"
"930","7466","3102","5"
"931","4354","6388","16"
"932","2589","3031","14"
"933","5773","4945","17"
"934","8039","3613","1"
"935","2901","208","13"
"936","8870","1500","22"
"937","5859","1046","1"
"938","1736","5960","23"
"939","5393","3019","7"
"940","2206","4350","22"
"941","3825","3462","20"
"942","8549","1478","7"
"943","3901","2654","12"
"944","6037","6309","13"
"945","8734","5073","13"
"946","8699","5139","16"
"947","6730","3456","16"
"948","6543","3122","10"
"949","4492","2021","16"
"950","118","2041","8"
"951","7493","3125","24"
"952","6287","5540","23"
"953","3039","3312","19"
"954","1492","4807","14"
"955","6764","1217","3"
"956","8237","468","11"
"957","3758","1226","17"
"958","4908","416","22"
"959","2279","2630","11"
"960","3357","3038","18"
"961","4009","740","2"
"962","2792","1101","15"
"963","8496","5506","14"
"964","8620","2236","17"
"965","6872","5865","20"
"966","7032","1051","13"
"967","2165","1494","8"
"968","1939","3715","23"
"969","650","4324","14"
"970","4258","367","13"
"971","3327","247","21"
"972","1723","4506","2"
"973","3705","831","20"
"974","2797","3036","9"
"975","2350","3861","20"
"976","7813","5008","14"
"977","4018","5529","17"
"978","3115","1866","2"
"979","4059","4411","7"
"980","5954","3633","15"
"981","4170","5866","17"
"982","6772","1639","18"
"983","3677","6304","23"
"984","6287","3813","11"
"985","559","5046","19"
"986","144","5228","22"
"987","7845","2412","21"
"988","3627","5660","21"
"989","6487","3306","20"
"990","8709","3080","1"
"991","182","4938","20"
"992","504","2369","13"
"993","3371","1190","5"
"994","3640","2852","23"
"995","570","3279","18"
"996","1714","3547","5"
"997","8347","4041","18"
"998","4956","643","12"
"999","2625","1417","23"
"1000","61","2577","1"
"1001","7617","4237","21"
"1002","6060","5803","22"
"1003","3326","2531","18"
"1004","3555","1776","7"
"1005","8028","3285","23"
"1006","1559","5290","16"
"1007","602","5781","3"
"1008","8967","709","16"
"1009","5668","5667","19"
"1010","2576","794","11"
"1011","6793","1756","3"
"1012","8123","6007","25"
"1013","1737","311","23"
"1014","399","5163","19"
"1015","8140","5536","5"
"1016","8892","3910","25"
"1017","6681","4739","4"
"1018","1144","5497","4"
"1019","1336","2670","22"
"1020","4353","6170","17"
"1021","6562","1422","17"
"1022","151","2892","1"
"1023","8621","4439","22"
"1024","4169","4627","20"
"1025","7235","645","4"
"1026","2163","2787","1"
"1027","324","2725","8"
"1028","4116","4963","16"
"1029","4338","5246","3"
"1030","3513","2183","22"
"1031","670","4038","16"
"1032","6342","911","6"
"1033","1243","5623","16"
"1034","2129","3409","9"
"1035","4042","297","1"
"1036","4709","264","1"
"1037","1226","3654","2"
"1038","8062","2009","7"
"1039","2102","4652","9"
"1040","6056","4316","22"
"1041","6775","6153","18"
"1042","6949","4598","6"
"1043","3143","4713","4"
"1044","609","2483","2"
"1045","5948","2581","11"
"1046","3526","2920","15"
"1047","5004","1937","9"
"1048","3894","771","9"
"1049","7947","2220","8"
"1050","2926","5121","16"
"1051","6589","200","25"
"1052","1225","5575","16"
"1053","1170","4204","22"
"1054","8961","2030","11"
"1055","870","6475","21"
"1056","3417","292","15"
"1057","1588","2651","17"
"1058","494","2072","10"
"1059","3544","2411","22"
"1060","7317","2066","9"
"1061","5374","3076","1"
"1062","1046","5320","10"
"1063","5735","4046","20"
"1064","8656","38","12"
"1065","2922","423","3"
"1066","1384","866","13"
"1067","2496","3059","24"
"1068","7402","715","14"
"1069","1212","2820","7"
"1070","1533","6055","16"
"1071","5417","2767","25"
"1072","6003","4250","22"
"1073","7056","5550","22"
"1074","3069","1508","25"
"1075","7863","2771","4"
"1076","6667","5697","18"
"1077","8892","6296","12"
"1078","6253","1173","13"
"1079","8598","5596","11"
"1080","3953","2767","4"
"1081","3705","6313","19"
"1082","957","1619","5"
"1083","410","280","1"
"1084","6713","5760","24"
"1085","768","931","9"
"1086","7987","28","19"
"1087","7797","5488","14"
"1088","6581","4988","11"
"1089","3943","271","19"
"1090","1768","4211","17"
"1091","8836","1717","20"
"1092","8201","6036","2"
"1093","8258","5327","5"
"1094","5363","6082","13"
"1095","5690","6284","13"
"1096","2935","4053","12"
"1097","2","666","21"
"1098","6872","4507","19"
"1099","23","5062","2"
"1100","2308","106","23"
"1101","3430","2140","8"
"1102","1316","5265","25"
"1103","7752","2359","9"
"1104","7504","4239","24"
"1105","7693","1870","12"
"1106","2470","3815","22"
"1107","6820","3561","24"
"1108","8487","4116","21"
"1109","939","1173","8"
"1110","6550","6083","3"
"1111","3193","6087","5"
"1112","2377","746","16"
"1113","1686","2440","16"
"1114","7976","6071","12"
"1115","6319","1259","15"
"1116","3769","4464","5"
"1117","5542","2873","13"
"1118","1237","6221","14"
"1119","6386","5179","23"
"1120","4978","4183","17"
"1121","6509","2220","5"
"1122","4287","518","17"
"1123","8116","4352","17"
"1124","5424","2365","12"
"1125","6261","6171","14"
"1126","8800","5443","24"
"1127","6727","510","15"
"1128","7987","3213","24"
"1129","282","5996","4"
"1130","802","6035","24"
"1131","5618","4020","16"
"1132","7581","4175","13"
"1133","3390","4457","5"
"1134","8930","331","2"
"1135","7657","1181","4"
"1136","235","1949","20"
"1137","5298","2769","6"
"1138","2095","4836","1"
"1139","8291","1202","10"
"1140","8896","5629","20"
"1141","3119","4756","25"
"1142","7606","4637","10"
"1143","6502","1619","20"
"1144","7183","3613","9"
"1145","5239","5352","1"
"1146","5146","3319","16"
"1147","5858","4905","9"
"1148","943","4792","11"
"1149","1656","861","17"
"1150","7099","3912","13"
"1151","5153","5215","12"
"1152","2822","5014","12"
"1153","125","21","25"
"1154","4893","6027","13"
"1155","5874","693","18"
"1156","4059","5059","11"
"1157","3218","2534","2"
"1158","6312","4490","3"
"1159","4050","5119","25"
"1160","1347","1214","18"
"1161","1281","61","7"
"1162","7831","3940","21"
"1163","6335","4179","14"
"1164","8034","229","18"
"1165","4363","6052","15"
"1166","4810","4005","20"
"1167","8942","1947","13"
"1168","6892","3133","18"
"1169","5028","2755","7"
"1170","1550","4906","8"
"1171","1112","5334","8"
"1172","5058","4285","22"
"1173","3841","4178","17"
"1174","8265","5075","6"
"1175","7416","2633","9"
"1176","2842","2303","7"
